;******* 2000 OHM RUTHENIUM OXIDE RESISTOR ********
;Data for 2000 Ohm Ruthium Oxide Resistor
;4/10/93
;Used for ITC502 Range CR11
17:13:20      06-17-1993
RuO
T, R
K, -


 4.123693      2556.038 
 4.136827      2554.465 
 4.150011      2552.895 
 4.163262      2551.323 
 4.176577      2549.755 
 4.189964      2548.187 
 4.203414      2546.621 
 4.216937      2545.055 
 4.230529      2543.491 
 4.244185      2541.925 
 4.257916      2540.363 
 4.271714      2538.803 
 4.285585      2537.243 
 4.299549      2535.685 
 4.313562      2534.128 
 4.327647      2532.573 
 4.341809      2531.018 
 4.356043      2529.463 
 4.370345      2527.912 
 4.384729      2526.361 
 4.399184      2524.811 
 4.413716      2523.26 
 4.428323      2521.713 
 4.443005      2520.166 
 4.457789      2518.621 
 4.472627      2517.077 
 4.487546      2515.534 
 4.502542      2513.993 
 4.517614      2512.452 
 4.532769      2510.913 
 4.548007      2509.375 
 4.563323      2507.839 
 4.578718      2506.3 
 4.594197      2504.766 
 4.609761      2503.233 
 4.625433      2501.701 
 4.641163      2500.17 
 4.65698       2498.639 
 4.672877      2497.111 
 4.688862      2495.584 
 4.704935      2494.058 
 4.721097      2492.532 
 4.737341      2491.009 
 4.753675      2489.484 
 4.770099      2487.962 
 4.786613      2486.441 
 4.803241      2484.923 
 4.819938      2483.405 
 4.836726      2481.888 
 4.853607      2480.373 
 4.870575      2478.858 
 4.887642      2477.344 
 4.904803      2475.833 
 4.922059      2474.321 
 4.939411      2472.809 
 4.956858      2471.3 
 4.974401      2469.792 
 4.992042      2468.286 
 5.00981       2466.781 
 5.027652      2465.276 
 5.045592      2463.774 
 5.063632      2462.272 
 5.081777      2460.771 
 5.100018      2459.272 
 5.11837       2457.773 
 5.136819      2456.276 
 5.155376      2454.777 
 5.174041      2453.283 
 5.19281       2451.789 
 5.21171       2450.296 
 5.230694      2448.804 
 5.24979       2447.315 
 5.268991      2445.825 
 5.288301      2444.337 
 5.307724      2442.851 
 5.32726       2441.365 
 5.346911      2439.88 
 5.366672      2438.394 
 5.386549      2436.911 
 5.406538      2435.43 
 5.426677      2433.95 
 5.446902      2432.471 
 5.467246      2430.994 
 5.48771       2429.516 
 5.508294      2428.041 
 5.529         2426.566 
 5.549823      2425.094 
 5.570774      2423.621 
 5.591843      2422.148 
 5.613043      2420.678 
 5.634368      2419.209 
 5.655814      2417.741 
 5.677426      2416.274 
 5.699133      2414.809 
 5.720968      2413.344 
 5.742933      2411.881 
 5.765034      2410.418 
 5.787266      2408.957 
 5.80963       2407.498 
 5.832128      2406.039 
 5.854766      2404.579 
 5.877538      2403.122 
 5.900452      2401.667 
 5.923539      2400.212 
 5.946727      2398.759 
 5.97006       2397.307 
 5.993533      2395.855 
 6.017151      2394.406 
 6.040918      2392.957 
 6.064826      2391.509 
 6.088885      2390.062 
 6.113088      2388.614 
 6.137442      2387.17 
 6.161948      2385.726 
